   name1,name2,street1,street2,city,state,zip,zip4,county,phone,intake_prompt,intake1,intake2,website,latitude,longitude,type_facility,last_update,mh,psy,rtcc,rtca,ores,ph,omh,cmhc,msnh,ipt,cft,gt,cbt,dbt,bmt,idd,tt,at,ect,ptm,tele,smon,smpd,smop,hi,res,phdt,op,pvt,vamc,sma,osg,lmg,tbg,ih,sf,md,mc,si,pi,mi,smha,swfs,scjj,sef,osf,clf,csbg,cmhg,vaf,cit,wi,ss,pa,ah,sp,nx,fx,co,gl,vet,adm,mf,cj,se,hv,trma,sed,smi,alz,ptsd,tbi,tay,ped,act,icm,cm,cdm,peer,coot,dec,es,fpsy,hs,imr,ipc,lad,nrt,nsc,prs,stu,sps,semp,sh,tpc,tcc,vrs,chld,yad,adlt,snr,itu,pvtp,pvtn,fqhc,vo,f17,f19,f25,f28,f30,f31,f35,f36,f37,f4,f42,f43,f47,f66,f67,f70,f81,f92,n13,n18,n23,n24,n40 
Spirit of Gheel Inc,Gheel House,10 Hollow Road,,Spring City,PA,19475,,Chester,610-495-7871,Intakes,610-495-7871 x216,610-495-7871 x211,http://www.spiritofgheel.org,40.148932,-75.619029,MH,2017-02-27 11:25:37,1,,,1,,,,,,1,,1,1,,,,,1,,1,,,1,,,1,,,,,,,,,,1,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,1,,,,1,,,,,,,,1,,,,1,,1,,1,,,,,1,,,,,,,,,,1,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,,
Saint Lukes Quakertown Hospital,,1021 Park Avenue,,Quakertown,PA,18951,,Bucks,215-538-4500 x4747,,,,http://www.slhn.org,40.4385,-75.348954,MH,2017-02-27 11:25:37,1,1,,,,,,,,1,,1,1,,,1,,1,,1,,1,,,1,,,,,,,,,,,1,1,1,1,1,1,1,,,,,,,,,1,1,,,1,,,,,,,,,,,,,,1,,,,,,,,1,,1,,1,,1,,1,,,1,1,,1,1,,,,1,,,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Family Guidance Center of ,Warren Cnty/Outpatient Services,370 Memorial Parkway,,Phillipsburg,NJ,08865,1535,Warren,908-454-4470,,908-689-1000,,http://www.fgcwc.org,40.695359,-75.190653,MH,2017-02-27 11:25:37,1,,,,,,,1,,1,1,1,1,,1,1,1,,,1,,,1,,,,,1,,,,,,,,1,1,1,,1,1,1,1,1,,,1,1,1,,1,1,1,,1,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,1,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Family Guidance Center of,Warren Cnty/Primary Screening Ctr,370 Memorial Parkway,,Phillipsburg,NJ,08865,,Warren,908-454-5141,,,,http://www.familyguidancecenterofwc.org,40.6953744,-75.1905151,MH,2018-03-30 13:53:25.915,1,,,,,,,1,,1,1,,1,,,,1,,,1,1,,1,,,,,1,,,,,,,,1,1,1,1,1,,1,1,1,,,,,,,1,1,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,1,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Indiana Regional Medical Center,Behavioral Health,835 Hospital Road,,Indiana,PA,15701,3629,Indiana,724-357-7404,,,,http://www.irmc.org,40.607547,-79.156572,MH,2017-02-27 11:25:37,1,1,,,,,,,,1,,1,,,,,,1,,1,,1,,,1,,,,,,,,,,,1,1,1,1,1,1,1,1,,,,,,,1,1,,,1,1,,,,,,,,,,1,,,,,1,,,,,,,1,,,,,,,,,,,1,1,,1,,,,,1,,,,,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,,
Villa Maria of Carroll County BHS,,1129 Business Parkway South,Suite A,Westminster,MD,21157,,Carroll,667-600-2850,,,667-600-2863,http://cc-md.org,39.605428,-76.999897,MH,2017-02-27 11:25:37,1,,,,,,1,,,1,1,1,1,1,1,,1,1,,1,1,,1,,,,,1,,,,,,,,1,1,,1,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,1,1,,,,,,,1,1,1,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,
Brandywine Hospital,,201 Reeceville Road,,Coatesville,PA,19320,,Chester,610-383-8000,Intakes,610-383-4980,,http://,40.009796,-75.786146,MH,2017-02-27 11:25:37,1,1,,,,,,,,1,1,1,1,1,1,,,1,,1,1,1,,,1,,,1,,,,,,,,1,1,1,1,1,1,,1,,,1,1,,,1,,1,,,1,,,,,,,,,,1,,,,1,1,,,,1,,,,,1,,1,1,1,,1,1,,1,,1,1,1,,,,,,1,1,1,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,,
Warren General Hospital,Deerfield Behavioral Health,2 Crescent Park West,,Warren,PA,16365,2111,Warren,814-723-3300 x1875,,,,http://www.wgh.org,41.843272,-79.154769,MH,2017-02-27 11:25:37,1,1,,,,,,,,,,1,1,,,,,1,,1,,1,,,1,,,,,,,,,,,,1,1,1,1,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,1,,1,1,,,,1,,1,1,1,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,,
Behavioral Health LLP,QualityCare Internet (QCI),201 North Burhans Boulevard,,Hagerstown,MD,21740,,Washington,301-791-2660,,,,http://www.qcihealth.com,39.6481328,-77.724918,MH,2017-02-27 11:25:37,1,,,,,,1,,,1,1,1,1,,1,,1,,,1,1,1,,,,,,1,,,,,,,,1,1,1,1,1,1,1,,,,1,1,1,1,,,,,,,,,,1,,,,,,,,1,,1,,,,,,1,,1,,,1,,,,,,,,,1,1,1,1,,,,,,1,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Coatesville VAMC,Mental Health (116A),1400 Blackhorse Hill Road,,Coatesville,PA,19320,,Chester,610-383-0238,,610-384-7711 x3641,,http://www.coatesville.va.gov,39.9981257,-75.7959514,MH,2018-03-07 17:17:22.076,1,,,,,,,,,1,1,1,1,1,1,,1,,,1,1,,1,,1,1,,1,,1,,,,,,,,,,1,1,,,,,,,,,1,1,1,,,,,,,,1,1,,,1,,,1,,,,1,1,,,,1,1,,1,,1,,1,1,1,1,,1,1,1,1,1,1,1,1,1,1,,1,1,1,,,,,1,,,,,,,,,,,,,,,,,,,,,,,
LCMHS,,1 Murray Hill Drive,,Mount Morris,NY,14510,,Livingston,585-243-7250,,,,http://,42.7294284,-77.8808811,MH,2017-02-27 11:25:37,1,,,,,,1,,,1,1,,1,1,1,,1,,,1,,1,,,,,,1,,,,,1,,,1,1,1,1,1,1,1,1,1,1,,1,1,1,,,1,,,1,,,,,,,,,,,,1,1,1,,1,,,,,1,1,,,1,,,,,,,,,,,1,,,,,1,,1,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Child Guidance Resource Centers,,744 East Lincoln Highway,,Coatesville,PA,19320,,Chester,610-383-5635,,,,http://www.cgrc.org,39.9853221,-75.8093147,MH,2018-06-25 11:36:11.111,1,,,,,,1,,,1,1,1,1,,1,,1,,,1,,1,,,,,,1,,,,,,,,1,1,,1,1,1,,1,1,,,1,,,,,,,,1,1,,,,,,,,,,,1,1,,,1,,,,,,1,,,1,1,,1,,,1,,,,,,,,,,,,1,1,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,
Human Services Inc,,744 East Lincoln Highway,Suite 410,Coatesville,PA,19320,,Chester,610-380-9982 x168,,610-873-1010,,http://www.hsi-cmhs.com/,39.985184,-75.809201,MH,2017-02-27 11:25:37,1,,,,,,1,,,1,1,,1,1,1,,1,,,1,,,1,,,,,1,,,,,,,,1,1,1,1,1,1,1,1,1,,,1,,1,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,,1,,,,,,,,,1,,,,1,,1,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Warren State Hospital,,33 Main Drive,,Warren,PA,16365,,Warren,814-723-5500 x4257,Intakes,814-723-5500 x4415,814-726-4415,http://,41.87896,-79.145556,MH,2017-02-27 11:25:37,1,1,,,,,,,,1,,1,1,1,1,1,1,1,,1,,,1,,1,,,,,,1,,,,,1,1,1,,1,,,,,,,,,,,1,,,,,,,,1,,,,,,1,,1,,1,,,,,,,,1,1,1,,1,1,1,,,1,,1,,1,1,1,1,,,1,1,,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Villa Maria OMHC,Hagerstown,322-324 East Antietam Street,Suite 307A,Hagerstown,MD,21740,,Washington,667-600-2140,,301-733-5858,,http://www.catholiccharites-md.org,39.6380175,-77.7136411,MH,2018-06-25 11:59:42.55,1,,,,,,1,,,1,1,1,1,,1,,1,1,,1,1,,1,,,,,1,,,,,,,,1,1,1,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,,,,,1,,1,1,1,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,,
Achievement Center,Warren Office,305 North State Street,,Warren,PA,16365,4867,Warren,814-726-4975,,,814-459-2755,http://www.achievementctr.org,41.8843424,-79.1437633,MH,2017-02-27 11:25:37,1,,,,,,1,,,1,1,1,1,,1,1,1,1,,,,1,,,,,,1,,,,,,,,,1,,1,1,1,1,1,,,1,1,,,,1,,,,,,,,,,,,,,,,,1,,,,,1,,,,1,,,,,,1,,,,,,,1,1,,,,,,,1,1,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,
Walnut Street Community Health Center,,201 South Cleveland Avenue,,Hagerstown,MD,21740,,Washington,301-745-3777,,,,http://www.familyhch.org,39.6360553,-77.711271,MH,2018-05-02 12:34:07.354,1,,,,,,1,,,1,1,,1,,,,,,,1,,1,,,,,,1,,,,,,,,1,1,1,,1,1,,,,,,,,,,1,,,,1,,,,,,,,,,,,,,1,,,,,,,,1,1,,,,,,,,1,,,,,1,,,,,1,,,1,1,1,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,
Family Services of Warren Cnty Inc,,589 Hospital Drive,Suite E,Warren,PA,16365,,Warren,814-723-1330,,,,http://www.fswc.org,41.882055,-79.1475034,MH,2018-03-30 14:08:26.948,1,,,,,,1,,,1,1,1,1,1,1,1,1,,,,,,1,,,,,1,,,,,,,,1,1,1,1,1,1,1,1,1,,,1,,,,,,1,1,,,,,,,,,,,,,1,,,,1,,,,,,,,,1,,,1,,,,,,,,,,,,,,,1,1,1,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,,
Beacon Light Behavioral Health Sys,Recovery Center,1885 Market Street,,Warren,PA,16365,,Warren,814-723-1832,,,,http://,41.8674317,-79.1563908,MH,2018-03-30 14:08:25.307,1,,,,,,1,,,1,1,1,1,1,1,,1,,,1,,,1,,,,,1,,,,,,,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,,,,,,,,,,,,,,,,,1,,,,1,,,,,,1,,1,1,,,,,,,,,,1,,,,,,,,1,1,1,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,,
Family Psychological Associates,,625 Rustic Lodge Road,Suite C,Indiana,PA,15701,,Indiana,724-349-6320 x214,Intakes,724-349-6320,724-349-6325,http://www.kcifpa.com,40.6000605,-79.1747704,MH,2018-01-23 13:54:19.635,1,,,,,,1,,,1,1,,1,1,1,,1,,,1,,,1,,,,,1,,,,,,,,1,1,1,1,1,1,1,1,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,,1,1,,,,,,,,,,,,,,,,,,1,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Meritus Behavioral Health Servs for,Meritus Medical Center,11116 Medical Campus Road,,Hagerstown,MD,21742,,Washington,301-766-7606,,301-766-7600,,http://,39.6226768,-77.6851973,MH,2018-05-29 16:26:28.664,1,1,,,,,,,,1,1,1,1,,1,,,,,1,,1,,,1,,1,1,,,,,,,,1,1,1,1,1,1,,,,,,,,,,1,1,,,1,,,,1,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,1,,,,,,,1,1,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,,
Erie VAMC,Warren CBOC,3 Farm Colony Drive,,Warren,PA,16365,5209,Warren,814-723-9763,,814-860-2038,,http://www.erie.va.gov/,41.905309,-79.151612,MH,2018-03-07 17:17:18.769,1,,,,,,,,,1,1,1,1,,,,1,,,1,1,,1,,,,,1,,1,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,1,,,,,,,,,,1,,,,,,,,1,1,,,1,1,,1,,1,1,,1,1,,,,,,,1,1,1,,,,,1,,,,,,,,,,,,,,,,,,,,,,,
Spirit of Gheel,,P.O. Box 610,,Kimberton,PA,19442,,Chester,610-495-7871,Intakes,610-495-7871 x216,610-495-7871 x211,http://www.spiritofgheel.org,40.133627,-75.577885,MH,2017-02-27 11:25:37,1,,,1,,,,,,1,,1,1,,1,,,1,,1,,,1,,,1,,,,,,,,,,1,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,1,,,,1,,,,,,,,1,1,,,,,1,,1,,,,,,,,,,,,,,,1,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,,
Cedar Ridge Ministries,Childrens Home,12146 Cedar Ridge Road,,Williamsport,MD,21795,,Washington,301-582-0282 x122,,301-582-0282 x123,,http://cedarridgeministries.org,39.6482628,-77.856098,MH,2018-03-06 16:10:19.455,1,,,,1,,,,,1,,1,1,1,1,1,1,1,,1,,1,,,,1,,,,,,,,,,1,,1,,1,1,1,1,1,1,,,,,,1,,,,,,,,,,,,,,,,,1,,,,,1,,,1,1,,,1,1,1,,,,1,,,,1,,1,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mosaic Community Services,Supported Employment Program,288 East Greene Street,,Westminster,MD,21157,,Carroll,410-453-9553,,410-876-3007 x1673,,http://www.mosaicinc.org,39.5657395678202,-76.9889649960215,MH,2018-05-14 11:44:41.687,1,,,,,,,1,,,,,,,1,,,,,,,1,,,,,,1,,,,,,,,1,1,1,,,,1,,,,,1,1,1,,,,,1,,,,,1,,,,,,,,,,1,,,1,1,,,,,,,,,,,,,,,,,,,,1,,,,1,1,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Penn Foundation Inc,,807 Lawn Avenue,,Sellersville,PA,18960,,Bucks,215-257-6551,,267-404-5847,,http://www.pennfoundation.org,40.3643813,-75.3255415,MH,2018-01-26 09:53:55.477,1,,,,,,,,1,1,1,1,1,1,1,1,1,,,1,,,1,,,1,,1,,,,,,,,1,1,1,1,1,,1,,,,1,1,,,,1,,,,1,1,,,1,1,,,,1,1,,1,,1,,1,,,,1,1,1,,1,1,1,,1,1,,1,,,,1,1,,1,1,,1,,1,1,1,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,,
Human Services Inc,,520 East Lancaster Avenue,,Downingtown,PA,19335,,Chester,610-873-1005 x126,,610-873-1010,,http://www.hsi-cmhs.com,40.011961,-75.693853,MH,2017-02-27 11:25:37,1,,,,,,,,1,1,,1,1,1,,,,,,1,1,,1,,,,1,1,,,,,,,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,,,,1,1,1,,,,,,,,1,,,,1,1,,,,,,,1,1,,1,1,,,1,,,,,,,1,,,,,,1,1,1,1,1,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,,
Carroll Hospital,Behavioral Health,200 Memorial Avenue,,Westminster,MD,21157,,Carroll,410-871-7110,,,,http://www.carrollhospitalcenter.org/behavioral-health,39.5579723,-76.9906982,MH,2017-02-27 11:25:37,1,1,,,,,,,,,,1,,,,,,,,,,1,,,1,,1,,,,,,,,,1,1,1,,1,1,,,,,,,,,,,1,,,1,,,,1,,,,,,1,,,,1,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,,
Livingston County Community Servs,Mental Health,4600 Millennium Drive,,Geneseo,NY,14454,,Livingston,585-243-7250,,,,http://,42.7981837,-77.7904057,MH,2018-07-10 13:05:32.631,1,,,,,,1,,,1,1,1,1,1,,,1,,,1,,1,,,,,,1,,,,,1,,,1,1,1,1,1,,1,1,,,1,1,,,,,,1,,1,,,,,,,,,,,,1,1,1,,1,,,,,,1,,,,,,,,,,,,,,1,1,,,,1,,1,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Family Psychological Associates,Clarion,342 South 5th Avenue,,Clarion,PA,16214,,Clarion,814-226-4912,,,,http://www.kcifpa.com/,41.207369,-79.390936,MH,2017-02-27 11:25:37,1,,,,,,1,,,1,1,1,1,1,1,1,1,1,,1,,,1,,,,,1,,,,,,,,1,1,1,1,1,,1,1,1,1,1,1,1,1,,,,,,,,,,,,,,,1,,,1,,,,1,,,,,1,1,1,,1,1,,,,,1,,,,,1,1,,,,1,,1,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Devereux Foundation,Community Services of Devereux,1041 West Bridge Street,,Phoenixville,PA,19460,,Chester,610-933-8110,,,,http://www.devereux.org,40.1258332,-75.5343112,MH,2017-02-27 11:25:37,1,,,,,,1,,,1,1,,1,1,,,1,,,1,,,1,,,,,1,,,,,,,,1,1,,,1,,,,,,,1,,,,,,,,1,1,,,,,,,,,,,,,,,,,,,,1,1,,,,,,,,,,,,,,,1,,,,,,1,1,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,
Human Services Inc,,410 Boot Road,,Downingtown,PA,19335,,Chester,610-873-1010 x207,,610-873-1010,,http://www.hsi-cmhs.com,40.0014851,-75.689403,MH,2017-02-27 11:25:37,1,,,,,,1,,,1,1,1,1,1,1,,1,1,,1,1,,1,,,,1,1,,,,,,,,1,1,1,1,1,1,1,1,,,,1,1,,,,1,1,1,1,1,,,,,,,,1,1,,1,1,1,,1,,1,,,1,1,,1,1,1,,1,,1,,,,,,,,,,,1,,1,1,1,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,,
Chester County Intermediate Unit,,455 Boot Road,,Downingtown,PA,19335,,Chester,484-237-5192,,866-251-3001,,http://www.cciu.org/,40.005053,-75.67942,MH,2017-02-27 11:25:37,1,,,,,,1,,,,,,,,1,,,,,,,,1,,,,1,,,,,1,,,,,1,,,1,,,1,,1,,1,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Clarion Psychiatric Center,,2 Hospital Drive,,Clarion,PA,16214,,Clarion,814-226-2419,,800-253-4906,,http://www.clarioncenter.com/,41.191952,-79.398092,MH,2017-02-27 11:25:37,1,1,,,,,,,,1,1,1,1,1,,,1,1,,1,,,1,,1,,1,,,,,,,,,1,1,1,1,1,1,1,1,,1,1,1,,,1,,1,,,1,,,,,,,,,,,,,1,1,,,,,,,,,,,,1,1,1,,,,,1,1,,1,1,,,,1,,1,1,1,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,
Commonwealth Clinical Group Inc,,479 Thomas Jones Way,,Exton,PA,19341,,Chester,844-331-3551,,,,http://,40.021237,-75.6511989,MH,2017-02-27 11:25:37,1,,,,,,1,,,1,1,1,1,1,1,,1,,,1,1,1,,,,,,1,,,,,,,,1,1,,,1,,,1,1,,1,1,,,1,,,1,,,1,,,,1,,,,1,,,1,1,1,,1,,,,,,,,,1,,,1,,,,,,,,,,,,,,,1,1,1,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,
Holcomb Behavioral Health Systems,,467 Creamery Way,,Exton,PA,19341,,Chester,610-363-1488,,800-258-8860,,http://holcomb-bhs.org,40.019571,-75.652432,MH,2017-02-27 11:25:37,1,,,,,,1,,,1,1,1,1,1,1,1,1,,,1,1,,1,,,,,1,,,,,,,,1,1,1,1,1,,1,1,,,,1,,,,1,,,,1,,,,1,1,,,,1,1,,1,1,1,,1,,1,1,,1,1,,1,1,,,1,1,,,,,,1,1,1,,1,,1,,1,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Indian Creek Foundation,,420 Cowpath Road,,Souderton,PA,18964,,Montgomery,267-203-1500 x301,Intakes,267-203-1500 x182,267-203-1500 x141,http://www.indcreek.org,40.312496,-75.339706,MH,2017-02-27 11:25:37,1,,,,,,1,,,1,1,1,1,,1,,1,1,,1,,1,,,,,,1,,,,,,,,1,1,1,,1,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,1,,1,,1,,,,,,,,,,,,,1,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Penn Psychiatric Center,,601 Gay Street,,Phoenixville,PA,19460,,Chester,610-917-2200,,610-489-3333,,http://www.ppcmh.com,40.1258583,-75.5161937,MH,2017-02-27 11:25:37,1,,,,,,1,,,1,1,1,1,1,1,,1,,,1,,,1,,,,,1,,,,,,,,1,1,1,1,1,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,1,,,,1,,,,,,1,,1,1,,,,,,1,1,1,1,,1,,,,,,,,,,,,,1,,,,,,,,,,,,,
Carroll County Youth Service Bureau,,59 Kate Wagner Road,,Westminster,MD,21157,,Carroll,410-848-2500,,,,http://www.ccysb.org,39.5365543,-76.9937696,MH,2017-02-27 11:25:37,1,,,,,,1,,,1,1,1,1,1,1,1,1,,,1,,1,,,,,,1,,,,,,,,1,1,1,,1,1,,1,,1,1,1,1,,,,,1,,,,,,1,,,,,,,,,,1,,,,1,,1,,1,,1,1,,1,,1,,,,,,,,1,,,,,,1,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ontario County Mental Health Center,Canandaigua Clinic,3019 County Complex Drive,,Canandaigua,NY,14424,9505,Ontario,585-396-4363,,,,http://www.co.ontario.ny.us/,42.885964,-77.215131,MH,2017-02-27 11:25:37,1,,,,,,1,,,1,1,1,1,1,1,,,,,1,,1,,,,,,1,,,,,1,,,1,1,1,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,1,,,,,1,,1,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Clarion County VA Outpatient Clinic,,56 Clarion Plaza,Suite 115,Clarion,PA,16214,,Clarion,814-226-3900,,724-287-4781,,http://www.butler.va.gov/,41.2026647,-79.4359572,MH,2018-05-02 12:45:52.091,1,,,,,,,,,1,1,1,1,,,1,1,,,1,1,,1,,,,,1,,1,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,1,,,,,,,,,,,,,,,,1,1,,,1,,1,1,,1,,1,1,,1,1,1,1,,1,1,,1,1,1,,,,,1,,,,,,,,,,,,,,,,,,,,,,,
Canandaigua VAMC,,400 Fort Hill Avenue,,Canandaigua,NY,14424,1159,Ontario,585-394-2000,,585-393-7252,,http://www.va.gov,42.9009836,-77.271185,MH,2018-07-10 13:07:05.84,1,,,,,,,,,1,1,1,1,1,1,1,1,,,1,1,,1,,,1,1,1,,1,,,,,,,,,,,1,,,,,,,,,1,,,,,1,,,,,,1,,,,,,,,,,,,,,1,1,1,1,1,1,1,,,1,1,1,1,1,1,1,1,1,1,1,,1,1,,1,1,1,,,,,1,,,,,,,,,,,,,,,,,,,,,,,
Devereux Foundation,Childrens IDD Services,390 Boot Road,,West Chester,PA,19380,,Chester,610-431-8100,,610-431-8191,,http://www.devereux.org,40.009941,-75.603491,MH,2017-02-27 11:25:37,1,,,,1,,,,,1,1,1,1,,1,,1,1,,1,1,1,,,,1,,,,,,,,,,1,1,,,1,,1,1,1,1,1,1,,,,,,,,,1,,,,,,,,,,,,1,,,,,1,,,,1,,,,1,1,1,,,,,,,,1,1,,,,,,1,1,,,,,1,,,,,,,,,,,,1,,,,,,,,,,,,,
Wyoming County Comm Hosp,Behavioral Health Unit,400 North Main Street,,Warsaw,NY,14569,1025,Wyoming,585-786-2233 x4692,,,,http://www.wcchs.net,42.754247,-78.1306819,MH,2018-05-30 09:20:23.67,1,1,,,,,,,,1,,1,1,1,1,1,1,1,,1,,1,,,1,,,,,,,1,,,,1,1,1,1,1,1,1,,,,,1,,,1,1,1,1,,,,,,1,,,,,,,,1,,1,,,,,,,,,,1,,1,1,1,1,,1,,1,,,1,1,,,,1,,,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Clifton Springs Hospital and Clinic,Behavioral Health,35 North Street,Suite 300,Canandaigua,NY,14424,,Ontario,585-394-0530,,315-462-1060,,http://www.rochesterregional.org,42.9026606,-77.2965176,MH,2017-08-22 09:45:44.143,1,,,,,,1,,,1,,1,1,1,,,1,,,1,,,1,,,,,1,,,,,,,,1,1,1,1,1,1,,,,,,,,,,1,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,1,,,,,1,,,1,1,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,,
Allegany Rehabilitation Associates Inc,(ARA) Wyoming County MH Clinic,39 Duncan Street Extension,,Warsaw,NY,14569,,Wyoming,585-786-0190 x329,,585-786-0190,,http://www.araservices.com,42.756244,-78.129178,MH,2017-02-27 11:25:37,1,,,,,,1,,,1,1,1,1,1,1,1,1,,,1,,,1,,,,,1,,,,,,,,1,1,1,1,1,1,,,,,,,,,,,1,,,1,,,,1,,,,,,,,,1,1,,,,,,,,1,,,1,,,1,,,,,,1,,1,1,,,,1,,1,1,1,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,,
Human Service Inc,Oxford Area Neighborhood Services,2217 Baltimore Pike,,Oxford,PA,19363,4013,Chester,610-998-1807,,610-873-1010,,http://www.hsi-cmhs.com,39.771028,-75.987339,MH,2018-05-08 11:24:11.404,1,,,,,,1,,,1,1,,1,1,1,,1,,,1,,,1,,,,,1,,,,,,,,1,1,1,1,1,,1,,,,,1,,1,,,,1,1,,1,,,,,,,,,,,,,,,,,,,,1,1,,1,1,,,1,,,,,,,,,,,,,,,1,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Family Guidance Ctr of Warren Cnty,Outpatient Services,492 State Route 57 West,,Washington,NJ,07882,4411,Warren,908-689-1000,,,,http://www.fgcwc.org/,40.748877,-75.023479,MH,2018-03-30 13:53:33.731,1,,,,,,,1,,1,1,1,1,,1,1,1,,,1,,,1,,,,1,1,,,,,,,,1,1,1,1,1,1,1,1,1,,,1,1,1,,1,,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,1,,,1,,1,,,,,,,,1,,,,,1,1,1,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,,
Family Guidance Center of Warren,County Adult Partial Care,492 Route 57 West,,Washington,NJ,07882,,Warren,908-689-1000 x338,,908-689-6212 x305,,http://www.fgcwc.org,40.748894,-75.023381,MH,2018-05-30 08:36:16.153,1,,,,,1,,,,,,1,1,1,,1,,1,,1,,,1,,,,1,,,,,,,,,1,1,,,1,,1,,,,,1,,,,,,,,,,,,1,,,,,,,,,,1,,,,,,,,,,,,,,1,,1,,,,,1,,,1,,,,,,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Spectrum Human Services,Springville Human Services Center,27 Franklin Street,,Springville,NY,14141,1314,Erie,716-592-9301,,716-828-0560,,http://www.spectrumhumanservices.org,42.509505,-78.66454,MH,2017-02-27 11:25:37,1,,,,,,1,,,1,,1,1,,,1,1,,,1,,1,,,,,,1,,,,,,,,1,1,1,,1,1,,,,,,,,,,1,,1,,,,,,,,,,,,,,,,,,,,,,,1,1,,1,1,,,,,,,,,,,1,1,,,,,,1,1,1,1,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,
