County Name,Rate or Count,Type of Drug Class,Type of Rate or Count Measure,Time Measure,Year,Time Period,Quarter Date Start,County Code Number,County Code Text,State FIPS Code,County FIPS Code,Latitude/Longitude
ALLEGHENY,233.4488091,Opioids (All Schedules) - excluding Buprenorphine,"Dispensations per 1,000 Population",Quarterly Rates,2017,2017 Q2,4/1/2017,2,2,42,3,"(40.4673554298, -79.9861984282)"
ARMSTRONG,179.2708239,Opioids (All Schedules) - excluding Buprenorphine,"Dispensations per 1,000 Population",Quarterly Rates,2017,2017 Q2,4/1/2017,3,3,42,5,"(40.8150952555, -79.4731689893)"
BEAVER,217.477259,Opioids (All Schedules) - excluding Buprenorphine,"Dispensations per 1,000 Population",Quarterly Rates,2017,2017 Q2,4/1/2017,4,4,42,7,"(40.6834924548, -80.3510735648)"
BEDFORD,158.5514744,Opioids (All Schedules) - excluding Buprenorphine,"Dispensations per 1,000 Population",Quarterly Rates,2017,2017 Q2,4/1/2017,5,5,42,9,"(40.0073753643, -78.4911647381)"
BERKS,137.9757577,Opioids (All Schedules) - excluding Buprenorphine,"Dispensations per 1,000 Population",Quarterly Rates,2017,2017 Q2,4/1/2017,6,6,42,11,"(40.4193963513, -75.9307732705)"
BLAIR,289.947854,Opioids (All Schedules) - excluding Buprenorphine,"Dispensations per 1,000 Population",Quarterly Rates,2017,2017 Q2,4/1/2017,7,7,42,13,"(40.4855502384, -78.349076871)"
BRADFORD,192.578575,Opioids (All Schedules) - excluding Buprenorphine,"Dispensations per 1,000 Population",Quarterly Rates,2017,2017 Q2,4/1/2017,8,8,42,15,"(41.7911781401, -76.5182562384)"
BUCKS,157.0356913,Opioids (All Schedules) - excluding Buprenorphine,"Dispensations per 1,000 Population",Quarterly Rates,2017,2017 Q2,4/1/2017,9,9,42,17,"(40.335011331, -75.1129124111)"
BUTLER,212.2271163,Opioids (All Schedules) - excluding Buprenorphine,"Dispensations per 1,000 Population",Quarterly Rates,2017,2017 Q2,4/1/2017,10,10,42,19,"(40.9108318483, -79.9171177889)"
CAMBRIA,247.2538076,Opioids (All Schedules) - excluding Buprenorphine,"Dispensations per 1,000 Population",Quarterly Rates,2017,2017 Q2,4/1/2017,11,11,42,21,"(40.4912749067, -78.7189417385)"
CAMERON,204.1907205,Opioids (All Schedules) - excluding Buprenorphine,"Dispensations per 1,000 Population",Quarterly Rates,2017,2017 Q2,4/1/2017,12,12,42,23,"(41.4388026531, -78.2091693241)"
CARBON,165.6445577,Opioids (All Schedules) - excluding Buprenorphine,"Dispensations per 1,000 Population",Quarterly Rates,2017,2017 Q2,4/1/2017,13,13,42,25,"(40.9193670081, -75.7110703866)"
CENTRE,104.7416142,Opioids (All Schedules) - excluding Buprenorphine,"Dispensations per 1,000 Population",Quarterly Rates,2017,2017 Q2,4/1/2017,14,14,42,27,"(40.9193135008, -77.8250011212)"
CHESTER,129.214506,Opioids (All Schedules) - excluding Buprenorphine,"Dispensations per 1,000 Population",Quarterly Rates,2017,2017 Q2,4/1/2017,15,15,42,29,"(39.9748705566, -75.7562649818)"
CLARION,158.517903,Opioids (All Schedules) - excluding Buprenorphine,"Dispensations per 1,000 Population",Quarterly Rates,2017,2017 Q2,4/1/2017,16,16,42,31,"(41.1927912877, -79.4248360769)"
CLEARFIELD,192.2055685,Opioids (All Schedules) - excluding Buprenorphine,"Dispensations per 1,000 Population",Quarterly Rates,2017,2017 Q2,4/1/2017,17,17,42,33,"(41.0004290024, -78.4755834299)"
CLINTON,207.503887,Opioids (All Schedules) - excluding Buprenorphine,"Dispensations per 1,000 Population",Quarterly Rates,2017,2017 Q2,4/1/2017,18,18,42,35,"(41.2328627374, -77.6428376046)"
COLUMBIA,208.2806384,Opioids (All Schedules) - excluding Buprenorphine,"Dispensations per 1,000 Population",Quarterly Rates,2017,2017 Q2,4/1/2017,19,19,42,37,"(41.0491208559, -76.4100217975)"
CRAWFORD,247.4697706,Opioids (All Schedules) - excluding Buprenorphine,"Dispensations per 1,000 Population",Quarterly Rates,2017,2017 Q2,4/1/2017,20,20,42,39,"(41.6854690692, -80.1132108295)"
CUMBERLAND,166.7847054,Opioids (All Schedules) - excluding Buprenorphine,"Dispensations per 1,000 Population",Quarterly Rates,2017,2017 Q2,4/1/2017,21,21,42,41,"(40.167598388, -77.268662705)"
DAUPHIN,164.6285992,Opioids (All Schedules) - excluding Buprenorphine,"Dispensations per 1,000 Population",Quarterly Rates,2017,2017 Q2,4/1/2017,22,22,42,43,"(40.4197463597, -76.7796056802)"
DELAWARE,172.528674,Opioids (All Schedules) - excluding Buprenorphine,"Dispensations per 1,000 Population",Quarterly Rates,2017,2017 Q2,4/1/2017,23,23,42,45,"(39.9165786652, -75.4062771212)"
ELK,195.8661417,Opioids (All Schedules) - excluding Buprenorphine,"Dispensations per 1,000 Population",Quarterly Rates,2017,2017 Q2,4/1/2017,24,24,42,47,"(41.4281941606, -78.6494771322)"
ERIE,218.5208919,Opioids (All Schedules) - excluding Buprenorphine,"Dispensations per 1,000 Population",Quarterly Rates,2017,2017 Q2,4/1/2017,25,25,42,49,"(41.9941378702, -80.0407591036)"
FAYETTE,241.9292866,Opioids (All Schedules) - excluding Buprenorphine,"Dispensations per 1,000 Population",Quarterly Rates,2017,2017 Q2,4/1/2017,26,26,42,51,"(39.919447803, -79.6518963464)"
FOREST,97.25447343,Opioids (All Schedules) - excluding Buprenorphine,"Dispensations per 1,000 Population",Quarterly Rates,2017,2017 Q2,4/1/2017,27,27,42,53,"(41.5135787577, -79.2378099483)"
FRANKLIN,155.5466003,Opioids (All Schedules) - excluding Buprenorphine,"Dispensations per 1,000 Population",Quarterly Rates,2017,2017 Q2,4/1/2017,28,28,42,55,"(39.9278619704, -77.7239884483)"
FULTON,169.5355191,Opioids (All Schedules) - excluding Buprenorphine,"Dispensations per 1,000 Population",Quarterly Rates,2017,2017 Q2,4/1/2017,29,29,42,57,"(39.9248751086, -78.1148504535)"
GREENE,197.193322,Opioids (All Schedules) - excluding Buprenorphine,"Dispensations per 1,000 Population",Quarterly Rates,2017,2017 Q2,4/1/2017,30,30,42,59,"(39.8548039342, -80.2294381655)"
HUNTINGDON,126.0901959,Opioids (All Schedules) - excluding Buprenorphine,"Dispensations per 1,000 Population",Quarterly Rates,2017,2017 Q2,4/1/2017,31,31,42,61,"(40.4161050032, -77.9827661036)"
INDIANA,250.9494697,Opioids (All Schedules) - excluding Buprenorphine,"Dispensations per 1,000 Population",Quarterly Rates,2017,2017 Q2,4/1/2017,32,32,42,63,"(40.6529549748, -79.0933349286)"
JEFFERSON,248.746398,Opioids (All Schedules) - excluding Buprenorphine,"Dispensations per 1,000 Population",Quarterly Rates,2017,2017 Q2,4/1/2017,33,33,42,65,"(41.1313909115, -79.0010181419)"
JUNIATA,126.131199,Opioids (All Schedules) - excluding Buprenorphine,"Dispensations per 1,000 Population",Quarterly Rates,2017,2017 Q2,4/1/2017,34,34,42,67,"(40.5343300836, -77.405775001)"
LACKAWANNA,266.2395124,Opioids (All Schedules) - excluding Buprenorphine,"Dispensations per 1,000 Population",Quarterly Rates,2017,2017 Q2,4/1/2017,35,35,42,69,"(41.4391006428, -75.6121834524)"
LANCASTER,139.8830084,Opioids (All Schedules) - excluding Buprenorphine,"Dispensations per 1,000 Population",Quarterly Rates,2017,2017 Q2,4/1/2017,36,36,42,71,"(40.0459079619, -76.2513876838)"
LAWRENCE,204.1950191,Opioids (All Schedules) - excluding Buprenorphine,"Dispensations per 1,000 Population",Quarterly Rates,2017,2017 Q2,4/1/2017,37,37,42,73,"(40.9932503514, -80.3375411446)"
LEBANON,182.5756321,Opioids (All Schedules) - excluding Buprenorphine,"Dispensations per 1,000 Population",Quarterly Rates,2017,2017 Q2,4/1/2017,38,38,42,75,"(40.3675970024, -76.4618257486)"
LEHIGH,191.8369145,Opioids (All Schedules) - excluding Buprenorphine,"Dispensations per 1,000 Population",Quarterly Rates,2017,2017 Q2,4/1/2017,39,39,42,77,"(40.6146479416, -75.6009948118)"
LUZERNE,222.366562,Opioids (All Schedules) - excluding Buprenorphine,"Dispensations per 1,000 Population",Quarterly Rates,2017,2017 Q2,4/1/2017,40,40,42,79,"(41.1783643884, -75.991996098)"
LYCOMING,218.389907,Opioids (All Schedules) - excluding Buprenorphine,"Dispensations per 1,000 Population",Quarterly Rates,2017,2017 Q2,4/1/2017,41,41,42,81,"(41.3445979226, -77.069424568)"
MCKEAN,215.4812215,Opioids (All Schedules) - excluding Buprenorphine,"Dispensations per 1,000 Population",Quarterly Rates,2017,2017 Q2,4/1/2017,42,42,42,83,"(41.810370736, -78.5712201998)"
MERCER,253.9388733,Opioids (All Schedules) - excluding Buprenorphine,"Dispensations per 1,000 Population",Quarterly Rates,2017,2017 Q2,4/1/2017,43,43,42,85,"(41.302377765, -80.2600941079)"
MIFFLIN,208.8170558,Opioids (All Schedules) - excluding Buprenorphine,"Dispensations per 1,000 Population",Quarterly Rates,2017,2017 Q2,4/1/2017,44,44,42,87,"(40.6127492804, -77.6200308901)"
MONROE,172.3018941,Opioids (All Schedules) - excluding Buprenorphine,"Dispensations per 1,000 Population",Quarterly Rates,2017,2017 Q2,4/1/2017,45,45,42,89,"(41.0609178653, -75.3408360302)"
MONTGOMERY,172.0052329,Opioids (All Schedules) - excluding Buprenorphine,"Dispensations per 1,000 Population",Quarterly Rates,2017,2017 Q2,4/1/2017,46,46,42,91,"(40.209898739, -75.3725200072)"
MONTOUR,316.5785313,Opioids (All Schedules) - excluding Buprenorphine,"Dispensations per 1,000 Population",Quarterly Rates,2017,2017 Q2,4/1/2017,47,47,42,93,"(41.0280182438, -76.6647052668)"
NORTHAMPTON,161.6439625,Opioids (All Schedules) - excluding Buprenorphine,"Dispensations per 1,000 Population",Quarterly Rates,2017,2017 Q2,4/1/2017,48,48,42,95,"(40.754595404, -75.3126372576)"
NORTHUMBERLAND,209.0316724,Opioids (All Schedules) - excluding Buprenorphine,"Dispensations per 1,000 Population",Quarterly Rates,2017,2017 Q2,4/1/2017,49,49,42,97,"(40.8515092572, -76.7118842273)"
PENNSYLVANIA,182.1352202,Opioids (All Schedules) - excluding Buprenorphine,"Dispensations per 1,000 Population",Quarterly Rates,2017,2017 Q2,4/1/2017,0,0,42,0,"(39.346129, -75.167756)"
PERRY,124.5307726,Opioids (All Schedules) - excluding Buprenorphine,"Dispensations per 1,000 Population",Quarterly Rates,2017,2017 Q2,4/1/2017,50,50,42,99,"(40.4041531744, -77.2590738496)"
PHILADELPHIA,162.0929515,Opioids (All Schedules) - excluding Buprenorphine,"Dispensations per 1,000 Population",Quarterly Rates,2017,2017 Q2,4/1/2017,51,51,42,101,"(40.0044435384, -75.140236002)"
PIKE,123.6816529,Opioids (All Schedules) - excluding Buprenorphine,"Dispensations per 1,000 Population",Quarterly Rates,2017,2017 Q2,4/1/2017,52,52,42,103,"(41.332571995, -75.0327092448)"
POTTER,143.7370447,Opioids (All Schedules) - excluding Buprenorphine,"Dispensations per 1,000 Population",Quarterly Rates,2017,2017 Q2,4/1/2017,53,53,42,105,"(41.7442064382, -77.8987922939)"
SCHUYLKILL,189.757127,Opioids (All Schedules) - excluding Buprenorphine,"Dispensations per 1,000 Population",Quarterly Rates,2017,2017 Q2,4/1/2017,54,54,42,107,"(40.707512431, -76.223323851)"
SNYDER,142.2852624,Opioids (All Schedules) - excluding Buprenorphine,"Dispensations per 1,000 Population",Quarterly Rates,2017,2017 Q2,4/1/2017,55,55,42,109,"(40.7711373692, -77.0725596804)"
SOMERSET,166.6378013,Opioids (All Schedules) - excluding Buprenorphine,"Dispensations per 1,000 Population",Quarterly Rates,2017,2017 Q2,4/1/2017,56,56,42,111,"(39.9714629901, -79.0310020611)"
SULLIVAN,101.5153984,Opioids (All Schedules) - excluding Buprenorphine,"Dispensations per 1,000 Population",Quarterly Rates,2017,2017 Q2,4/1/2017,57,57,42,113,"(41.4480993958, -76.5147922046)"
SUSQUEHANNA,125.5445157,Opioids (All Schedules) - excluding Buprenorphine,"Dispensations per 1,000 Population",Quarterly Rates,2017,2017 Q2,4/1/2017,58,58,42,115,"(41.8205685982, -75.8025030296)"
TIOGA,160.8025659,Opioids (All Schedules) - excluding Buprenorphine,"Dispensations per 1,000 Population",Quarterly Rates,2017,2017 Q2,4/1/2017,59,59,42,117,"(41.7733383358, -77.2578807579)"
UNION,147.7669264,Opioids (All Schedules) - excluding Buprenorphine,"Dispensations per 1,000 Population",Quarterly Rates,2017,2017 Q2,4/1/2017,60,60,42,119,"(40.9647313096, -77.0641580308)"
VENANGO,189.9319159,Opioids (All Schedules) - excluding Buprenorphine,"Dispensations per 1,000 Population",Quarterly Rates,2017,2017 Q2,4/1/2017,61,61,42,121,"(41.4034125863, -79.7628656104)"
WARREN,170.8931918,Opioids (All Schedules) - excluding Buprenorphine,"Dispensations per 1,000 Population",Quarterly Rates,2017,2017 Q2,4/1/2017,62,62,42,123,"(41.8167523652, -79.278581578)"
WASHINGTON,182.6801487,Opioids (All Schedules) - excluding Buprenorphine,"Dispensations per 1,000 Population",Quarterly Rates,2017,2017 Q2,4/1/2017,63,63,42,125,"(40.1910966345, -80.2518008276)"
WAYNE,179.7870243,Opioids (All Schedules) - excluding Buprenorphine,"Dispensations per 1,000 Population",Quarterly Rates,2017,2017 Q2,4/1/2017,64,64,42,127,"(41.6496980525, -75.3051535022)"
WESTMORELAND,229.6727039,Opioids (All Schedules) - excluding Buprenorphine,"Dispensations per 1,000 Population",Quarterly Rates,2017,2017 Q2,4/1/2017,65,65,42,129,"(40.3103149985, -79.471341176)"
WYOMING,182.2244831,Opioids (All Schedules) - excluding Buprenorphine,"Dispensations per 1,000 Population",Quarterly Rates,2017,2017 Q2,4/1/2017,66,66,42,131,"(41.5189248803, -76.0181300338)"
YORK,145.4645021,Opioids (All Schedules) - excluding Buprenorphine,"Dispensations per 1,000 Population",Quarterly Rates,2017,2017 Q2,4/1/2017,67,67,42,133,"(39.9219253124, -76.7257605231)"
ADAMS,117.5670386,Opioids (All Schedules),"Dispensations per 1,000 Population",Quarterly Rates,2017,2017 Q3,7/1/2017,1,1,42,1,"(39.8720956503, -77.2222427076)"
ALLEGHENY,262.6188931,Opioids (All Schedules),"Dispensations per 1,000 Population",Quarterly Rates,2017,2017 Q3,7/1/2017,2,2,42,3,"(40.4673554298, -79.9861984282)"
ARMSTRONG,218.6174533,Opioids (All Schedules),"Dispensations per 1,000 Population",Quarterly Rates,2017,2017 Q3,7/1/2017,3,3,42,5,"(40.8150952555, -79.4731689893)"
BEAVER,240.2690096,Opioids (All Schedules),"Dispensations per 1,000 Population",Quarterly Rates,2017,2017 Q3,7/1/2017,4,4,42,7,"(40.6834924548, -80.3510735648)"
BEDFORD,167.2840145,Opioids (All Schedules),"Dispensations per 1,000 Population",Quarterly Rates,2017,2017 Q3,7/1/2017,5,5,42,9,"(40.0073753643, -78.4911647381)"
BERKS,142.6646288,Opioids (All Schedules),"Dispensations per 1,000 Population",Quarterly Rates,2017,2017 Q3,7/1/2017,6,6,42,11,"(40.4193963513, -75.9307732705)"
BLAIR,329.081428,Opioids (All Schedules),"Dispensations per 1,000 Population",Quarterly Rates,2017,2017 Q3,7/1/2017,7,7,42,13,"(40.4855502384, -78.349076871)"
BRADFORD,202.8797104,Opioids (All Schedules),"Dispensations per 1,000 Population",Quarterly Rates,2017,2017 Q3,7/1/2017,8,8,42,15,"(41.7911781401, -76.5182562384)"
BUCKS,172.1969543,Opioids (All Schedules),"Dispensations per 1,000 Population",Quarterly Rates,2017,2017 Q3,7/1/2017,9,9,42,17,"(40.335011331, -75.1129124111)"
BUTLER,240.6032743,Opioids (All Schedules),"Dispensations per 1,000 Population",Quarterly Rates,2017,2017 Q3,7/1/2017,10,10,42,19,"(40.9108318483, -79.9171177889)"
CAMBRIA,281.9597423,Opioids (All Schedules),"Dispensations per 1,000 Population",Quarterly Rates,2017,2017 Q3,7/1/2017,11,11,42,21,"(40.4912749067, -78.7189417385)"
CAMERON,218.5161428,Opioids (All Schedules),"Dispensations per 1,000 Population",Quarterly Rates,2017,2017 Q3,7/1/2017,12,12,42,23,"(41.4388026531, -78.2091693241)"
CARBON,176.7147844,Opioids (All Schedules),"Dispensations per 1,000 Population",Quarterly Rates,2017,2017 Q3,7/1/2017,13,13,42,25,"(40.9193670081, -75.7110703866)"
CENTRE,115.2764703,Opioids (All Schedules),"Dispensations per 1,000 Population",Quarterly Rates,2017,2017 Q3,7/1/2017,14,14,42,27,"(40.9193135008, -77.8250011212)"
CHESTER,132.3192178,Opioids (All Schedules),"Dispensations per 1,000 Population",Quarterly Rates,2017,2017 Q3,7/1/2017,15,15,42,29,"(39.9748705566, -75.7562649818)"
CLARION,175.0058422,Opioids (All Schedules),"Dispensations per 1,000 Population",Quarterly Rates,2017,2017 Q3,7/1/2017,16,16,42,31,"(41.1927912877, -79.4248360769)"
CLEARFIELD,197.081741,Opioids (All Schedules),"Dispensations per 1,000 Population",Quarterly Rates,2017,2017 Q3,7/1/2017,17,17,42,33,"(41.0004290024, -78.4755834299)"
CLINTON,255.4991971,Opioids (All Schedules),"Dispensations per 1,000 Population",Quarterly Rates,2017,2017 Q3,7/1/2017,18,18,42,35,"(41.2328627374, -77.6428376046)"
COLUMBIA,211.9542307,Opioids (All Schedules),"Dispensations per 1,000 Population",Quarterly Rates,2017,2017 Q3,7/1/2017,19,19,42,37,"(41.0491208559, -76.4100217975)"
CRAWFORD,268.8477457,Opioids (All Schedules),"Dispensations per 1,000 Population",Quarterly Rates,2017,2017 Q3,7/1/2017,20,20,42,39,"(41.6854690692, -80.1132108295)"
CUMBERLAND,174.1889532,Opioids (All Schedules),"Dispensations per 1,000 Population",Quarterly Rates,2017,2017 Q3,7/1/2017,21,21,42,41,"(40.167598388, -77.268662705)"
DAUPHIN,171.0149905,Opioids (All Schedules),"Dispensations per 1,000 Population",Quarterly Rates,2017,2017 Q3,7/1/2017,22,22,42,43,"(40.4197463597, -76.7796056802)"
DELAWARE,180.0632586,Opioids (All Schedules),"Dispensations per 1,000 Population",Quarterly Rates,2017,2017 Q3,7/1/2017,23,23,42,45,"(39.9165786652, -75.4062771212)"
ELK,233.3333333,Opioids (All Schedules),"Dispensations per 1,000 Population",Quarterly Rates,2017,2017 Q3,7/1/2017,24,24,42,47,"(41.4281941606, -78.6494771322)"
ERIE,231.8297509,Opioids (All Schedules),"Dispensations per 1,000 Population",Quarterly Rates,2017,2017 Q3,7/1/2017,25,25,42,49,"(41.9941378702, -80.0407591036)"
FAYETTE,284.2247218,Opioids (All Schedules),"Dispensations per 1,000 Population",Quarterly Rates,2017,2017 Q3,7/1/2017,26,26,42,51,"(39.919447803, -79.6518963464)"
FOREST,95.88853982,Opioids (All Schedules),"Dispensations per 1,000 Population",Quarterly Rates,2017,2017 Q3,7/1/2017,27,27,42,53,"(41.5135787577, -79.2378099483)"
FRANKLIN,171.016113,Opioids (All Schedules),"Dispensations per 1,000 Population",Quarterly Rates,2017,2017 Q3,7/1/2017,28,28,42,55,"(39.9278619704, -77.7239884483)"
FULTON,199.5901639,Opioids (All Schedules),"Dispensations per 1,000 Population",Quarterly Rates,2017,2017 Q3,7/1/2017,29,29,42,57,"(39.9248751086, -78.1148504535)"
GREENE,213.7537973,Opioids (All Schedules),"Dispensations per 1,000 Population",Quarterly Rates,2017,2017 Q3,7/1/2017,30,30,42,59,"(39.8548039342, -80.2294381655)"
HUNTINGDON,137.331814,Opioids (All Schedules),"Dispensations per 1,000 Population",Quarterly Rates,2017,2017 Q3,7/1/2017,31,31,42,61,"(40.4161050032, -77.9827661036)"
INDIANA,275.2188412,Opioids (All Schedules),"Dispensations per 1,000 Population",Quarterly Rates,2017,2017 Q3,7/1/2017,32,32,42,63,"(40.6529549748, -79.0933349286)"
JEFFERSON,266.3081705,Opioids (All Schedules),"Dispensations per 1,000 Population",Quarterly Rates,2017,2017 Q3,7/1/2017,33,33,42,65,"(41.1313909115, -79.0010181419)"
JUNIATA,135.7840969,Opioids (All Schedules),"Dispensations per 1,000 Population",Quarterly Rates,2017,2017 Q3,7/1/2017,34,34,42,67,"(40.5343300836, -77.405775001)"
LACKAWANNA,329.7589922,Opioids (All Schedules),"Dispensations per 1,000 Population",Quarterly Rates,2017,2017 Q3,7/1/2017,35,35,42,69,"(41.4391006428, -75.6121834524)"
LANCASTER,146.7390901,Opioids (All Schedules),"Dispensations per 1,000 Population",Quarterly Rates,2017,2017 Q3,7/1/2017,36,36,42,71,"(40.0459079619, -76.2513876838)"
LAWRENCE,239.2604303,Opioids (All Schedules),"Dispensations per 1,000 Population",Quarterly Rates,2017,2017 Q3,7/1/2017,37,37,42,73,"(40.9932503514, -80.3375411446)"
LEBANON,181.4810281,Opioids (All Schedules),"Dispensations per 1,000 Population",Quarterly Rates,2017,2017 Q3,7/1/2017,38,38,42,75,"(40.3675970024, -76.4618257486)"
LEHIGH,186.4203752,Opioids (All Schedules),"Dispensations per 1,000 Population",Quarterly Rates,2017,2017 Q3,7/1/2017,39,39,42,77,"(40.6146479416, -75.6009948118)"
LUZERNE,252.3871384,Opioids (All Schedules),"Dispensations per 1,000 Population",Quarterly Rates,2017,2017 Q3,7/1/2017,40,40,42,79,"(41.1783643884, -75.991996098)"
LYCOMING,241.1842288,Opioids (All Schedules),"Dispensations per 1,000 Population",Quarterly Rates,2017,2017 Q3,7/1/2017,41,41,42,81,"(41.3445979226, -77.069424568)"
MCKEAN,222.2858917,Opioids (All Schedules),"Dispensations per 1,000 Population",Quarterly Rates,2017,2017 Q3,7/1/2017,42,42,42,83,"(41.810370736, -78.5712201998)"
